HAS_FIRE;Elevation;Slope;NDVI;Road;Hydrography;Pop_dens;Ocupations;LULC;Temperature;RH;Precipitation;Wind Speed;FMC;DMC;DC;fwi;initialSpread;buildUpIndex;dailySeverityRating;year
0;810,8151958;1,229334516;0,650857777;2961,614068;736,9723607;0,292205989;6121,565035;4;24,70433381;30,38597783;21,13491019;6,386318174;46,61526035;202,9445496;366,610416;7,331845522;6,59615672;13,66746613;2,149948946;2005
0;760,8176519;2,051689563;0,615329169;745,0531998;1725,414514;1,961470008;1629,001753;4;25,68153348;76,41173018;11,75689888;15,67900242;71,37696054;147,6017616;377,5596999;17,95134889;8,17822619;151,0473471;11,05612708;2005
0;759,2328035;3,092170432;0,646510714;2878,004104;419,3258538;1,961470008;2780,911278;4;29,95546364;78,54926424;32,01180022;15,96965291;88,06206191;30,28363022;15,00220371;20,68853286;4,417519444;234,3020555;7,144402512;2005
0;819,8609086;1,256629127;0,664729163;203,4952786;1435,651333;0,292205989;4948,095091;4;23,2087872;76,64323089;14,75087591;6,278593316;72,32291838;116,4186648;494,2286726;44,48594681;10,40455708;34,38399057;8,648372557;2005
0;770,5249684;1,852587184;0,661396077;765,2296243;311,5007803;0,0123088;7819,140222;4;29,97996305;84,56636804;0,309088887;14,27504058;64,0478155;102,276594;888,8860295;44,93874767;2,924819338;254,6931073;8,953725693;2005
0;761,5072476;2,217851777;0,416814817;1625,328886;1602,26883;5,93372037;3800,590677;4;21,29355333;50,9271396;27,10857546;12,12652968;74,40391701;156,8830459;943,5959761;14,97258757;6,694519822;7,376557473;23,08570181;2005
0;449,4122604;0,756652662;0,577835718;6142,17588;2086,231782;7,641960144;559,9127224;4;25,47289795;78,82672284;35,1326277;6,404070326;12,86798749;3,28249875;334,9245102;39,60916769;9,104555089;195,9838347;20,9024873;2005
0;776,7992295;1,551228664;0,667705206;733,5750262;2308,247213;0,292205989;1117,473425;4;27,75908735;77,76594781;35,13516432;11,52997797;25,80833057;213,2722163;132,0880133;42,67586367;6,819733172;194,1386644;15,08693638;2005
0;766,8736155;1,819024077;0,67811875;551,2882448;2775,333634;0;4276,17139;4;21,86441025;42,08802913;36,54127089;7,762494946;44,9646981;33,67921882;105,9883623;27,45307342;8,465777169;117,4929953;1,042530496;2005
0;807,4380008;2,12863088;0,647254167;2516,783207;1949,929234;0,010228972;5809,510762;4;21,89695361;36,80299836;31,55880814;8,187884715;87,12208623;141,2521024;124,8899718;8,553935903;6,589401726;127,9737631;15,48901878;2005
0;792,276479;1,458280546;0,688866666;1783,617647;608,1055261;0,0123088;9466,432392;4;27,73998792;35,14031452;10,75874926;5,478865827;83,01540789;18,58068949;131,4374897;42,84268018;1,441557823;104,788519;22,3217915;2005
0;740,6868877;3,359770012;0,67789667;1770,057571;503,4910442;1,010669947;4243,199413;4;22,56132832;74,42424013;17,02118544;4,19035392;76,42972047;27,1560866;472,1261477;8,34123603;9,374456796;14,34749289;1,215193947;2005
0;723,1716027;2,500119332;0,529726041;423,0636308;4266,215021;5,752769947;829,546298;4;22,82754195;32,74150363;2,910847195;14,2335708;68,53895972;103,8610485;142,3731752;41,27676481;7,484464931;215,7587688;9,290266007;2005
0;459,1901269;0,967419995;0,458088547;452,2095285;2478,275517;9,537145709;429,8068013;15;20,47819909;70,09162153;12,9561728;12,31774877;63,46501989;188,4918163;42,0154927;18,46121781;7,084402159;100,1913086;13,64806899;2005
0;826,6881415;0,765377425;0,619489282;253,047008;2032,522326;0,0123088;10989,38035;4;22,16910054;62,19883385;1,058353634;13,08348794;43,97556141;100,5693566;933,699665;1,301436733;8,918002831;32,34632354;6,383560893;2005
0;768,1771603;2,225235159;0,648751113;1938,299644;327,2384752;0;6811,832296;4;21,49058931;50,87458641;31,23189584;11,10479962;74,97357173;24,64587782;101,4462299;5,369749567;11,57164387;159,6894258;21,58939261;2005
0;722,8163984;9,124341396;0,635823337;2016,645694;316,9988073;1,010669947;1700,842545;4;23,70354195;63,070797;17,10412847;5,186609357;28,32482544;209,2262713;843,3888315;3,642460999;10,21757056;263,9740217;2,221426054;2005
0;767,6717385;2,062991942;0,633988096;331,6353545;222,1334764;0,131083139;11664,5421;4;21,06476274;57,35142404;20,43826509;5,726261598;90,6049543;76,32587513;571,3082568;38,87444373;8,209725079;133,4914218;20,71446043;2005
0;802,1621845;2,867187376;0,600166664;332,5295429;870,0596177;6,165963476;1423,806242;4;25,94727071;85,931023;36,15667415;12,69716072;84,97529565;9,981315626;481,9215668;5,887510387;11,4189801;46,63507775;2,889117332;2005
0;778,8432194;2,726612374;0,6805875;258,0716008;765,935431;5,438560009;1823,603717;4;22,79555607;44,23033336;35,73595557;16,80870063;54,47158397;67,30879462;590,445685;30,15383019;8,285299733;209,9548948;8,161370537;2005
0;747,2282223;2,343150816;0,606025;1910,897583;291,6740644;1,961470008;1621,827329;4;29,87724092;67,80846558;27,70670115;14,35207759;42,37769803;57,07848777;902,8055462;31,80628029;8,431524342;86,07541346;12,89702266;2005
0;819,9964186;0,621058161;0,66816167;4654,662231;2168,893333;0,292205989;7548,004409;4;29,85150363;33,31546075;37,84054099;13,70840632;63,77149901;55,90387254;211,3768462;8,092327161;2,543780258;112,2509475;19,34554732;2005
0;710,3628969;1,443719256;0,670262497;289,7139419;210,7398462;5,438560009;809,6217842;4;20,41915003;93,46060239;0,438331667;5,835411587;87,90363708;34,59574061;1003,787558;32,36155482;4,58976436;51,05689896;6,476065445;2005
0;800,429881;1,893570755;0,620119794;1735,740047;1054,067087;0;7664,111186;4;19,000259;81,57370208;32,97024247;13,8484238;78,60931616;14,9313587;33,34694309;10,87003847;12,72677699;131,256845;5,76962404;2005
0;785,1195455;1,636632725;0,670158332;1147,977927;1324,690374;0;11688,12709;4;29,51368461;31,55013342;40,16471349;16,83174714;43,7778087;136,8695708;799,0076607;7,77054907;13,0560911;274,9298602;5,537816528;2005
0;755,7431061;2,037454503;0,662200003;416,9267565;705,3061089;1,010669947;5473,999483;4;29,21870733;64,03338925;32,75530037;13,73911331;63,74147929;193,0120284;315,0158664;19,35363569;11,32743511;120,2469777;21,63540902;2005
